,0
5573," Je veux vous dire une chose qui peut-être ne fera pas l’unanimité mais l’ami que je suis, doit vous le dire : j’ai demandé un renforcement du contrôle des armes sur le territoire de l’île"
5574, Ce n’est pas possible que cela continue ainsi
5575," Naturellement que je ne veux pas réprimer une culture ou une tradition, mais enfin je ne mets pas dans la culture ou la tradition le culte des armes"
5576," Il s’agit d’ouvrir un autre chemin, car « la non violence est un courage plus grand que la violence »"
5577," Cette phrase « la non violence est un courage plus grand que la violence », a été prononcée il y a quelques jours par Jean-François BERNARDINI et j’y souscris totalement"
5578," Alors naturellement, la lutte contre la violence, ce n’est pas ça qui suffira à préparer l’avenir de la Corse"
5579," La première exigence, c’est de poursuivre l’investissement en faveur des projets qui créent les richesses économiques et les emplois de demain sur l’île"
5580," En 2002, j’ai tenu à mettre en place le financement du programme exceptionnel d’investissement dont je rappelle que le gouvernement de l’époque vous avait abandonné et qu’il n’y avait pas un centime pour le PEI"
5581," Non seulement j’ai veillé à ce que ce financement soit disponible, mais je l’ai sanctuarisé chaque année sur une ligne spécifique budgétaire malgré un contexte budgétaire de plus en plus tendu"
5582," L’effort de l’Etat sur l’île, c’est 165 millions d’euros par an ; 400 opérations ont déjà été financées dans le cadre du PEI"
5583," Alors j’entends bien que pour tel ou tel élu, ce n’était pas le bon investissement, il y en avait d’autres"
5584," D’accord, mais je préfère qu’on se divise et qu’on se dispute sur les ordres de priorité plutôt qu’on se dispute parce qu’ici vous auriez le sentiment que l’Etat se moque de vous et ne prévoit pas la mise à disposition d’un financement qu’il vous avait promis"
5585," C’est pourquoi je veillerai à la négociation d’une nouvelle convention du PEI signée dès cette année, pour engager 400 millions d’euros nouveaux d’investissements sur le prochain quinquennat en Corse"
5586," 1139 Je vous annonce donc ce PEI, ces 400 millions d’euros mais je demande que vous fixiez les futures programmations, les consultations ne doivent pas se dérouler seulement entre les services de l’État et les élus : il faut que l’ensemble des forces vives de la Corse y prennent toute leur part"
5587," Parce que bien souvent, vous me dites : c’est bien, on crée des emplois mais ils font venir des gens et les emplois, ce n’est pas pour nous"
5588," Alors je propose que dans les cinq années qui viennent, on mette en place un plan de formation pour la Corse et pour la main-d’oeuvre et les salariés en Corse"
5589,
5590,
5591," mais si on n’investit pas aussi sur la main-d’oeuvre, on n’y arrivera pas"
5592," L’Université de Corse : je voudrais rappeler que j’ai voulu 150 emplois d’enseignants et de chercheurs pour l’université de Corse ; que le dispositif des licences professionnelles que j’ai mis en place, est extrêmement performant"
5593, L’État a fait un effort sans précédent : les places en CFA seront doublées sur l’île – merci cher Xavier – d’ici à 2015 et c’est primordial pour les jeunes de moins de 25 ans
5594," J’ai voulu retenir le projet de pôle méditerranéen de formation aux métiers du développement durable dans le bâtiment ; ce centre de formation d’apprentis, opérationnel dans moins de deux ans, formera vos jeunes aux nouveaux métiers des énergies renouvelables et aux technologies – chère Nathalie - de l’éco-construction"
5595," C’est une possibilité d’avenir absolument extraordinaire ! J’ai souhaité également que 10% de la dernière tranche du PEI, soit 40 millions d’euros, soient consacrés à un programme exceptionnel de formation"
5596," Ca ne suffit pas d’investir dans les infrastructures, dans les bâtiments, il faut investir dans les hommes"
5597," Alors au-delà du PEI, nous devons continuer à soutenir les initiatives qui produisent des résultats"
5598," Ainsi, alors que la zone franche s’achevait, nous avons soutenu les entreprises grâce au crédit d’impôt pour investissement mis en place en 2003"
5599, Ce dispositif a déjà permis la création de trois mille emplois ; nous venons de décider de prolonger ce dispositif jusqu’en 2016
5600," Dans ce cadre, j’ai vu que les professionnels du tourisme ont proposé de créer un CDI pour les travailleurs saisonniers employés en Corse, moyennant un effort mutuel des employeurs et des pouvoirs publics"
5601," Moi je considère que c’est une proposition intelligente car tout le monde sera gagnant : l’employeur parce qu’il va fidéliser son salarié, le salarié parce qu’il sera sécurisé par un CDI et les pouvoirs publics au sens large parce qu’ils n’ont pas un CDI, ils vont venir s’inscrire à l’assurance-chômage"
5602, Je suis donc venu vous dire que je suis d’accord sur le principe d’un CDI pour les travailleurs saisonniers employés en Corse
5603, J’en ai parlé ici il y a deux ans
5604," L’objectif est clair : le gaz naturel doit arriver, en 2018, dans les deux centrales thermiques de l’île – à Lucciana, après la modernisation qui est en cours ; à Ajaccio, dans la future centrale"
5605," Mais le Galsi dépend de la volonté des partenaires algériens et italiens dont il faut bien dire qu’ils tardent à concrétiser, malgré nos sollicitations régulières, leurs engagements"
5606," J’ai donc décidé – je n’ai pas voulu m’abriter derrière ça – j’ai donc décidé de lancer un autre projet, pour alimenter la Corse en gaz naturel liquéfié, à partir d’une barge qui sera installée au large de sa côte Est"
5607," Cette barge permettrait d’alimenter les deux centrales, mais aussi les réseaux de distribution de Bastia et d’Ajaccio, grâce à la construction du gazoduc terrestre « Cyrénée »"
5608," Elle permettra aussi de se brancher sur le Galsi dès que celui-ci sera construit, puisque nous aurons déjà mis en place sa partie corse"
5609," Je dis à l’ensemble de mes compatriotes français qu’il n’y a pas de raison que la Corse soit la seule région du monde où il y a des pannes d’électricité parce que la Corse n’est pas indépendante du point de vue de son énergie ! Alors il reste le problème du fonctionnement transitoire de la nouvelle centrale de Lucciana, à partir de 2013, dans l’attente de l’arrivée du gaz naturel"
5610," Avec la centrale moderne que nous construisons, ces deux combustibles permettent de respecter très largement les critères d’émissions"
5611," Mais j’avais demandé une concertation qui a été menée pendant plusieurs mois, parce que c’est un sujet particulièrement important pour la vie quotidienne des Corses"
5612," La population, et les élus ont marqué leur préférence pour le fioul léger qui pollue moins l’atmosphère en dioxyde de soufre que le fioul lourd"
5613," Eh bien je vous l’annonce : j’ai décidé de l’alimentation de la centrale de Lucciana en fioul léger, à partir de la fin 2013"
5614," Au total, mes chers amis, c’est un investissement de plus de 500 millions d’euros que j’ai décidé pour sécuriser l’approvisionnement énergétique de la Corse"
5615," Et vous comprenez bien que parce que je dis tout cela, il faut bien entendre la première partie sur la sécurité : ce n’est pas l’un ou l’autre, c’est les deux ; la loi de la République qui est respectée et le développement économique qui est engagé avec le soutien de l’Etat"
5616, Voilà un domaine essentiel où nous aidons l’île à ne plus dépendre de l’extérieur
5617," C’est une action sans précédent, en lien avec tous les acteurs de terrain, qui a permis depuis 2010 de revaloriser de 5 à 8% le coefficient géographique qui s’applique au budget des établissements de santé sur l’île"
5618," Nous allons créer un établissement à Calvi, nous modernisons les services à Ajaccio, les réseaux de soins sur la plaine orientale, nous développons l’imagerie médicale dans toute la Corse"
5619," Pour la première fois, c’est un vrai schéma régional de l’offre de soins qui va être construit, à la fin de l’année 2012, par ce que je ne veux plus qu’on soit obligé de prendre l’avion ou le bateau pour aller se faire soigner"
5620," On ne peut pas dire aux Corses : ici c’est la République mais la République n’est pas capable de vous soigner ! Et la création par l’université d’une première année de médecine, que j’avais soutenue dès 2006, va exactement dans le même sens"
